path,size_bytes,sha256,extension
04_BAO_GIA_KHOI_LUONG/Khoi_luong_thuc_te_thi_cong/REGISTER_KHOI_LUONG_PHAT_SINH.csv,242,38ec917e9947cfdb054568055b6ea3edb639ecc701832761f0f012b29eb42f62,.csv
04_BAO_GIA_KHOI_LUONG/PO_-_Don_dat_hang_NCC_-_thau_phu/MAU_Don_dat_hang_PO.docx,39679,11f15282dcbb3047ed2f958b415991ea4fd8feb06e77eaf34b6de8ce58b9738b,.docx
04_BAO_GIA_KHOI_LUONG/PO_-_Don_dat_hang_NCC_-_thau_phu/README.txt,104,8e4d9f4abe2e16956ec4b959b784386599c66155beb87f86fda647be5e0f66d9,.txt
05_THI_CONG_QLCL/An_toan_lao_dong_ATLD/MAU_Thong_bao_nguoi_phu_trach_ATLD_VSMT.docx,39593,a570054479da9660333b7470e2da7d295051dfafe93c92407e88f7d4344d167e,.docx
05_THI_CONG_QLCL/Bao_cao_don_vi_thi_cong/MAU_Bien_ban_bao_tri_bao_duong_dinh_ky.docx,39078,99f4af27facc278e1a988ad2610364b113cf8b9c0d7e54cd210320aa9e718d8b,.docx
05_THI_CONG_QLCL/Bao_cao_don_vi_thi_cong/MAU_Bien_ban_sua_chua_khac_phuc_su_co.docx,39061,b1094b37d89567a493c9b888a034161233de03cb454f308e743269d261c57e6d,.docx
05_THI_CONG_QLCL/Bao_cao_don_vi_thi_cong/MAU_NGUON_Bao_cao_cua_don_vi_thi_cong.docx,10305,865a369019de4f0a7e05d296b67123ccf19f5e7bf58466355e618ade8b34d6d8,.docx
05_THI_CONG_QLCL/Hinh_anh_thi_cong/MAU_Bao_cao_hinh_anh_thi_cong.docx,39569,5ba29e887f6c67ec4ab16152b784649260cc204fba26536fbd8bfb92e2a34448,.docx
05_THI_CONG_QLCL/Hinh_anh_thi_cong/README.txt,123,922420dd30b437297958ef62aa8db5b942f8987881b2eb96594e65bd0273be34,.txt
05_THI_CONG_QLCL/Hinh_anh_thi_cong/REGISTER_HINH_ANH_THI_CONG.csv,248,eefbdcf8a8d3449613d859e68e282321ec919bd3c8fa4e38402ef4040a8152da,.csv
05_THI_CONG_QLCL/NCR_-_Khong_phu_hop_VA_khac_phuc/MAU_Bien_ban_khong_phu_hop_NCR.docx,39695,032a3ecb4447804c8ac5e08ab4c697c0c8cd590c2cb4c6170a5f72aca308ec85,.docx
05_THI_CONG_QLCL/Nhat_ky_thi_cong/MAU_NGUON_Bia_so_nhat_ky_thi_cong.docx,7741,660e67dfe811ace4ff654fa4a0fa7a05e6a331b625a570bab5b7013638b38280,.docx
05_THI_CONG_QLCL/Nhat_ky_thi_cong/MAU_NGUON_So_nhat_ky_thi_cong.docx,16126,365012f7c3a54d3ca7fc8c7314b2a48a3b0aa40c821e24f7fd271e8df319a3c0,.docx
05_THI_CONG_QLCL/Nhat_ky_thi_cong/MAU_Nhat_ky_thi_cong_hang_ngay.docx,39846,89b46e0e51ee52d233d3bc86c2fdeba57ecf6aef8a2539fdbbfab000df8fb3fc,.docx
05_THI_CONG_QLCL/Theo_doi_tien_do/KE_HOACH_TIEN_DO_VA_THEO_DOI.csv,261,98a165964c854a918f1ed7bfd81c8be10a3b85e81558f15755da52e168ff5e22,.csv
05_THI_CONG_QLCL/Theo_doi_tien_do/MAU_Bao_cao_tien_do_tuan_thang.docx,39570,181b9cbc480003cab470902cd51db20bf80fc9dcf9bc6beb6346b958f1efdfb6,.docx
05_THI_CONG_QLCL/Theo_doi_tien_do/README.txt,88,fa46dfe8ef8bf9afb69e3efd263633cff08455ac4013dca2f614be8534f8d835,.txt
05_THI_CONG_QLCL/Thuyet_minh_bien_phap_thi_cong/MAU_Bien_phap_thi_cong_dam_bao_an_toan.docx,39962,0307b86f3ba2c2c873b4f271c6499e22f9490000af22166930b1375c47c3b375,.docx
05_THI_CONG_QLCL/Thuyet_minh_bien_phap_thi_cong/MAU_NGUON_Bia_bien_phap_thi_cong.docx,11828,f967a4177057068d61d92a48ad41bc6a316209bbde50cb7b738fae4fee7afa08,.docx
05_THI_CONG_QLCL/Ve_sinh_moi_truong_VSMT/MAU_Ke_hoach_VSMT_cong_truong.docx,39565,17e32945fdc21284704f54f59be4976b153c8f27d1242459ef0c2cfc5e27d5fb,.docx
06_NGHIEM_THU/Kiem_tra_ho_so_nghiem_thu/MAU_NGUON_Bien_ban_kiem_tra_ho_so_nghiem_thu.docx,10160,49fc3c65b1d6784b5c1145e48f591ef7497b3fd7345e7646ac55fc0570219f5a,.docx
06_NGHIEM_THU/Lay_mau_thi_nghiem/MAU_NGUON_Bien_ban_lay_mau_thi_nghiem.docx,9379,74e6c3f5a733eb4f644ee249ced4bb718bbbd99cd58cc5842264126aeef2fd75,.docx
06_NGHIEM_THU/NT_chay_thu_VA_can_chinh_T_VA_C/MAU_BBNT_chay_thu_can_chinh_TC.docx,39615,b064ea0ef9370db4940831a926add6c774d6d76a332012c9623796b8ca78d9ea,.docx
06_NGHIEM_THU/NT_cong_viec_-_lap_dat/MAU_BBNT_cong_viec_lap_dat_WIR.docx,39667,31e07f62fa08d5c4bea02754d47df3b031c421205c8bdaf9e2acf78556257bb4,.docx
06_NGHIEM_THU/NT_giai_doan_-_bo_phan/MAU_BBNT_giai_doan_bo_phan.docx,39645,35022a34fbd297a081d9492e74a7d44cd20381c81d6aadeedc69b84eb8c91f8f,.docx
06_NGHIEM_THU/NT_hoan_thanh_-_dua_vao_su_dung/MAU_BBNT_hoan_thanh_dua_vao_su_dung.docx,39769,7c4ca3bd96bed519c072d21de363376ee5a1f6a861b151ef6b1e496d788e918c,.docx
06_NGHIEM_THU/NT_hoan_thanh_-_dua_vao_su_dung/MAU_NGUON_BBNT_hoan_thanh_dua_vao_su_dung.docx,11700,84959f0d745fccef1ecfa4fe7aa5dcade0d12572097a63bc1ba2815274d11cc5,.docx
06_NGHIEM_THU/Phieu_yeu_cau_nghiem_thu/MAU_NGUON_Phieu_yeu_cau_nghiem_thu.docx,8588,1b753c76615229f2718de6adef14bcb5e0a903976940f122bf61d7af6f3a8970,.docx
07_HOAN_CONG_BAN_GIAO/Ban_ve_hoan_cong_As-built/MAU_Danh_muc_ban_ve_hoan_cong.docx,39595,14d41690a4732b835e64135c1f47c666839e0269e6301713c765c5f2dff77d3e,.docx
07_HOAN_CONG_BAN_GIAO/Bien_ban_ban_giao/MAU_Bien_ban_ban_giao_cong_trinh.docx,39549,a3e0f9f0e84104ac763b3a17b949765ee0999b7fd48c3d7c4a1a346bfa6fa86f,.docx
07_HOAN_CONG_BAN_GIAO/Bien_ban_ban_giao/MAU_Bien_ban_ban_giao_tai_lieu_thiet_bi_va_chia_khoa.docx,39559,a8a8b6a2408fda36439c290a323addfee3b077ccd66f7d79e2af8c0be3908315,.docx
07_HOAN_CONG_BAN_GIAO/Ho_so_O_VA_M/MAU_Bien_ban_huong_dan_van_hanh_va_dao_tao.docx,39356,d0ba9bd7d2372a461a0f2125ad5ffddb4c0786f27000d9a6f6915cc64be5cfe3,.docx
07_HOAN_CONG_BAN_GIAO/Ho_so_O_VA_M/MAU_Muc_luc_ho_so_O_VA_M.docx,39663,c7216f86cc91aeb07df37639e5d25b0023b1e0f959ac43da10871956799fbd90,.docx
07_HOAN_CONG_BAN_GIAO/Ho_so_hoan_cong/MAU_Muc_luc_ho_so_hoan_cong.docx,39663,31a1e933253730e8039395739508d9bb1a887db293add565ba946c8b2acdd5ab,.docx
08_THANH_QUYET_TOAN/Doi_chieu_cong_no/MAU_Bien_ban_doi_chieu_cong_no.docx,39471,25b188e1d353c69adddff6932d0c6110e521770aeb31f394730bb5af29c5aa97,.docx
08_THANH_QUYET_TOAN/Ho_so_thanh_toan_giai_doan/MAU_Ho_so_thanh_toan_giai_doan.docx,39683,249003ff87ff50b09f9964ade0356cf7f356d6fc709b30203410a41ce11bf84d,.docx
08_THANH_QUYET_TOAN/Hoa_don/MAU_Bang_ke_hoa_don_va_chung_tu_thanh_toan.docx,39662,dd9b680dec02cf3e91cc20646c40a9e9d55b7d60fb136adeab5822e53d84a0aa,.docx
08_THANH_QUYET_TOAN/Hoa_don/MAU_Doi_chieu_hoa_don_sao_ke_thanh_toan.xlsx,5945,8711d26b3e43a462222a1650e0c9d075f2082d64fa4a6121d91ba90e06c5d032,.xlsx
08_THANH_QUYET_TOAN/Hoa_don/README.txt,164,7e25e959cff84505e6e4440ebbf29cea58cd78fe66241c08c6db696a0d30988a,.txt
08_THANH_QUYET_TOAN/Hoa_don/REGISTER_HOA_DON_SAO_KE.csv,240,03698a88e771a0019f0dd5d2cf0dff2156ca24db4b7d59507bb6465999a62d50,.csv
08_THANH_QUYET_TOAN/Quyet_toan_cong_trinh/MAU_Bang_gia_tri_quyet_toan_hoan_thanh.docx,39850,0e41a901bbd79b5c55fdd0d5dc49a0f296f54cfa72d5d7f2b323e36d61641f94,.docx
08_THANH_QUYET_TOAN/Thu_de_nghi_thanh_toan/MAU_Thu_de_nghi_thanh_toan_cong_trinh.docx,39519,f8c097841fa7f4e224020d6158120afbb7644c5803d6e2b0308b28d6c94653a4,.docx
09_BAO_HANH/Cam_ket_VA_bien_ban_bao_hanh/MAU_Bien_ban_ban_giao_bao_hanh.docx,39471,200e92214911469027a36eaa9001914b34dbbb65b7126167aa3fc24289439040,.docx
09_BAO_HANH/Cam_ket_VA_bien_ban_bao_hanh/MAU_Cam_ket_bao_hanh_cong_trinh.docx,39553,4969bf9ffbb13febcde88e53daa29f16cc2e578d8890cff3beb85a120412af9f,.docx
09_BAO_HANH/Ket_thuc_bao_hanh/MAU_Bien_ban_ket_thuc_bao_hanh_va_de_nghi_hoan_B94E0228.docx,39424,f6e33499181fcfd0b7913cd6e39d4186c91b8bd1ec2a5d5f0548dfcd7055779f,.docx
09_BAO_HANH/REGISTER_BAO_HANH_THIET_BI.csv,167,28a6a13a9b2b28444d8994cc2cd57b14ba768a2d3324a19b7820d56ceb8db977,.csv
09_BAO_HANH/Xu_ly_su_co_bao_hanh/MAU_Bien_ban_xu_ly_su_co_bao_hanh.docx,39627,1ea5d658d1483e83014994d00d57cea863f35d63624894d5c7a0259541ceff8e,.docx
